   kl=        1000
 kl,ierr=        1000           0
      4   4634.766720602322   0.775001E-03   0.637846E-15  -0.494656E+02
      7   6229.425994778486   0.137944E-03  -0.330921E-13  -0.895261E+00
     10   7786.262139775214  -0.617007E-03  -0.815336E-09   0.221579E+01
     14   8291.879092121040  -0.196497E-03  -0.134386E-12   0.133414E+02
     16   8390.598504424155  -0.572784E-03  -0.711425E-13   0.871010E-10
     18   9301.607413852449  -0.703584E-03  -0.178335E-10   0.205829E+01
     19   9869.694660229346  -0.122555E-02   0.847247E-08   0.619114E+00
     20   9869.694660232870  -0.164609E-03  -0.630791E-07  -0.472460E+00
     21   9966.130570704177  -0.922644E-03   0.948510E-09  -0.564295E-06
     22   9966.130570788542  -0.366179E-05  -0.238991E-06   0.142186E-03
     23  10767.859011996647  -0.138923E-02  -0.933767E-15  -0.270256E+02
     24  10774.398430366804  -0.205390E-15  -0.128054E-02   0.281816E+02
     25  11409.946606682141   0.875976E-03  -0.101329E-13  -0.741474E+01
     26  11506.320096206196   0.513922E-04   0.425923E-12   0.145153E-08
     27  11836.915326400172   0.217974E-02  -0.677685E-12   0.400660E+02
     28  11884.618795189206   0.609449E-05   0.404780E-09   0.270643E-07
     29  12079.438854463497  -0.347346E-03   0.118548E-10   0.169672E+02
     30  12171.424645525178   0.272455E-02   0.146598E-11   0.366532E+01
     31  12908.594812043162   0.967888E-03  -0.366652E-09   0.183329E+01
     32  13008.709020842636  -0.181394E-02  -0.593196E-09   0.679165E-07
     33  13396.501114813680   0.113266E-02  -0.238546E-06  -0.179850E+01
     34  13441.550559913518  -0.989140E-03  -0.786733E-06   0.964406E-04
     35  13486.118248175464  -0.200965E-02   0.304486E-06   0.267025E+02
     36  13634.811632519410  -0.201805E-03  -0.620525E-06   0.235879E+00
     37  14354.881153675811   0.309596E-02  -0.156797E-05   0.649854E+01
     38  14467.414830255304   0.740830E-04   0.244818E-03  -0.183019E-01
     39  14679.253688235538  -0.581132E-03   0.142832E-03  -0.551041E+01
     40  14919.580876716291   0.887007E-03   0.225933E-02  -0.276531E+02
     41  14963.434168492089  -0.190475E-02   0.147386E-02  -0.185035E+00
     42  15159.313691316031   0.111152E-02   0.306911E-02   0.111624E+02
     43  15236.960832264516   0.166901E-02  -0.191708E-02  -0.188737E+02
     44  15505.694706371245  -0.111569E-02  -0.143424E-02   0.218809E+01
     45  15684.746779960115   0.122393E-02  -0.140256E-02  -0.943502E+01
     46  15857.359774036868  -0.923399E-03  -0.106140E-02   0.146082E+02
     47  16408.227867977042  -0.131453E-02   0.154112E-02  -0.231294E+01
     48  16605.984771188356   0.110864E-02   0.732523E-02  -0.411898E+01
     49  16719.493258610535   0.966259E-03  -0.940945E-02   0.503163E+01
     50  17023.561182816182  -0.117467E-02  -0.696154E-02   0.480748E+01
     51  17158.993349930930   0.283832E-02  -0.230437E-02  -0.386673E+01
     52  17789.013742237927  -0.161021E-02  -0.182456E-01   0.204148E+02
     53  17866.072140339656  -0.312321E-02   0.134348E-01   0.130019E+02
     54  18119.304904610457   0.365273E-02   0.774742E-02   0.110631E+02
     55  18355.936009435587  -0.338281E-02   0.799329E-02  -0.426965E+01
     56  18583.734045436784   0.162911E-02   0.108249E-01   0.729291E+01
     57  18976.229370882655  -0.178737E-02   0.600864E-02   0.102783E+02
     58  19321.845555758773   0.187539E-02   0.698312E-02  -0.872229E+01
     59  19620.576453705889  -0.162024E-02   0.933094E-02  -0.418403E+01
     60  19937.600569419734   0.271952E-02   0.526751E-02  -0.577077E+01
     61  20328.804677661730  -0.187279E-02   0.994363E-02  -0.414111E+01
     62  20563.149699182133   0.230411E-02   0.760855E-02  -0.844487E+01
     63  21102.381655018948  -0.261598E-02   0.103333E-01   0.137366E+01
     64  21305.861664384647   0.297968E-02   0.122871E-01  -0.127401E+02
     65  21631.783186761939  -0.415145E-02   0.658724E-02  -0.173548E+01
     66  21945.702278878412   0.191545E-02   0.928093E-02  -0.685454E+01
     67  22483.136490874847  -0.136645E-02   0.116144E-01  -0.125398E+02
     68  22833.785576566293   0.300158E-02   0.777722E-02   0.500782E+00
     69  23147.951061668533  -0.258833E-02   0.835258E-02  -0.118851E+02
     70  23618.906380020620   0.178356E-02   0.110172E-01   0.167252E+01
     71  24005.946484429965  -0.321496E-02   0.722231E-02  -0.859542E+00
     72  24399.199909893330   0.215462E-02   0.106651E-01   0.664782E+01
     73  24913.635499372460  -0.258340E-02   0.139253E-01   0.199174E+01
     74  25210.660799794070   0.411150E-02   0.108813E-01   0.588749E+01
     75  25650.276550826435  -0.341527E-02   0.128629E-01  -0.161262E+02
     76  26006.036863436475   0.395012E-02   0.106364E-01  -0.966620E+01
     77  26439.377102458981  -0.296399E-02   0.103881E-01   0.120810E+01
     78  26992.916422374958   0.267487E-02   0.132967E-01   0.700018E+00
     79  27360.733381721468  -0.434788E-02   0.962733E-02   0.125452E+01
     80  27813.761771957645   0.412456E-02   0.883091E-02  -0.959602E+01
     81  28346.970063563236  -0.310292E-02   0.141464E-01  -0.402574E+01
     82  28740.953172191439   0.390253E-02   0.128128E-01   0.311333E+01
     83  29254.286983634491  -0.426358E-02   0.126035E-01  -0.670532E+01
     84  29718.082971247055   0.561648E-02   0.132773E-01  -0.152655E+01
