      1   3849.496348097831  -0.221634E-01  -0.106072E-16  -0.229135E+02
      2   7517.166801478204   0.140909E-01   0.191265E-09   0.511253E+01
      3   7627.337129139402   0.335683E-02  -0.105966E-08  -0.283658E-06




      4  11077.364611194422   0.220842E-01   0.512020E-05  -0.211491E+02
      5  11135.336127517630  -0.150369E-01   0.107583E-04  -0.633479E-04
      6  11344.321536385311  -0.161324E-02  -0.332479E-04   0.103742E+02
      7  14507.179166315085  -0.244973E-01   0.260179E-03   0.611565E+01
      8  14743.745120444777  -0.964675E-02  -0.374338E-02  -0.200896E+01
      9  14816.202422545412  -0.657501E-02   0.461815E-02   0.325652E+01
     10  17767.361882088429   0.225050E-01   0.920944E-03   0.163283E+02
     11  18216.786818547091  -0.126237E-01   0.267174E-02   0.323793E+01
     12  20049.357918934253   0.416529E-02   0.224334E-01  -0.637672E+01
     13  20907.083828095274  -0.417862E-01   0.464303E-02   0.216263E+01
     14  21779.676506793905   0.207556E-01   0.769798E-02  -0.147893E+01
     15  24021.501325483885  -0.213812E-01   0.675689E-02  -0.649914E+01
     16  25251.209472993982   0.403623E-01   0.392705E-02   0.764032E+01
     17  28087.764585957844  -0.255652E-01   0.134606E-01  -0.121566E+01
     18  28990.699269944180   0.186713E-01   0.214920E-01  -0.540725E+01
     19  31844.387218897540   0.303060E-01  -0.119355E-01  -0.490374E+01
     20  33747.498961354075  -0.271488E-01  -0.203482E-01  -0.151007E+01
     21  35900.310159896100   0.266959E-01  -0.256128E-01  -0.155190E+01
     22  37955.303768371392  -0.383328E-01  -0.175130E-01   0.718500E+01
     23  40817.233174686422   0.427416E-01  -0.162338E-01   0.729765E+01
     24  43445.966826177515  -0.497136E-01  -0.192090E-01  -0.815528E+01
     25  45822.150268716898   0.453815E-01  -0.234996E-01  -0.151724E+01
     26  48851.319053974614  -0.571344E-01  -0.206864E-01   0.111954E+00
     27  51634.289582681384   0.593107E-01  -0.249221E-01  -0.906909E+00
     28  54323.629502099320  -0.722352E-01  -0.211313E-01  -0.245330E+01
     29  57423.673496700554   0.457254E-01  -0.302018E-01  -0.315329E+01
     30  60875.086585436424  -0.464763E-01  -0.303804E-01  -0.224398E+01
     31  64335.112870006044   0.637057E-01  -0.269579E-01  -0.358874E+00
     32  67462.610916260499  -0.620074E-01  -0.299873E-01  -0.801900E+00
     33  71346.519398349774   0.599144E-01  -0.368279E-01  -0.957380E+00
     34  74264.898352952121  -0.715430E-01  -0.311881E-01  -0.506857E+00
     35  78711.214631671552   0.621229E-01  -0.378143E-01  -0.292336E+00
     36  81785.466088057976  -0.787690E-01  -0.312707E-01   0.480506E+00
     37  86193.411241570226  -0.646767E-01   0.346218E-01   0.270299E+00
     38  90135.339640099395   0.780609E-01   0.311640E-01   0.209437E+00
     39  94511.065787366751  -0.606452E-01   0.458738E-01  -0.644162E+00
     40  98512.222338514810   0.797196E-01   0.412823E-01   0.886144E+00
     41 102410.429299336654  -0.725419E-01   0.439902E-01   0.517988E+00
     42 107001.692844375648   0.744223E-01   0.397852E-01   0.412798E+00
     43 111342.628506724970   0.669588E-01  -0.418702E-01  -0.187274E+00
     44 116402.641802911094  -0.596670E-01  -0.476171E-01  -0.690057E+00
     45 120979.674349343913   0.742047E-01  -0.421160E-01  -0.425572E+00
     46 125952.374154858378  -0.777815E-01  -0.462321E-01  -0.313051E-01
     47 130016.390774737287  -0.766797E-01   0.442219E-01   0.214560E+00
     48 135502.880413990846   0.628252E-01   0.429751E-01   0.373573E+00
     49 141137.958198532724  -0.687867E-01   0.436011E-01  -0.120207E+00
     50 146209.803725199308   0.735732E-01   0.494137E-01  -0.368278E+00
     51 150959.732918162219   0.636943E-01  -0.561808E-01  -0.955581E-01
     52 156745.100215788028  -0.744605E-01  -0.468240E-01  -0.304517E+00
     53 161720.048299978080  -0.694028E-01   0.478056E-01   0.838126E+00
     54 168174.021022581932  -0.743330E-01  -0.457063E-01  -0.110895E+00
     55 173484.010617743363   0.863687E-01  -0.455727E-01  -0.330804E+00
     56 179393.395773636032  -0.815076E-01  -0.547795E-01  -0.126240E+00
     57 184501.533303066681  -0.856881E-01   0.527564E-01  -0.232998E+00
     58 190812.081464320625   0.807541E-01   0.559863E-01   0.194375E+00
     59 195832.952005335886   0.728506E-01  -0.560041E-01   0.335431E+00
     60 202962.295952943561  -0.753277E-01  -0.463574E-01  -0.715725E+00
     61 209037.983743896941  -0.840461E-01   0.448357E-01   0.302329E+00
     62 215806.175222185499  -0.795793E-01  -0.550629E-01   0.122657E+00
     63 221813.605158813181   0.954734E-01  -0.583709E-01   0.189862E+00
     64 226960.168837120087  -0.995867E-01  -0.503631E-01   0.140845E+00
     65 234258.243823681143   0.718740E-01  -0.547342E-01   0.543033E-01
     66 241085.478101723536  -0.703122E-01  -0.597682E-01  -0.119635E+00
     67 247454.977755786880  -0.777565E-01   0.540721E-01  -0.769176E-01
     68 254828.260739214427  -0.781958E-01  -0.574310E-01  -0.340055E+00
     69 261238.613638551120   0.878027E-01  -0.568653E-01  -0.189271E+00
     70 268127.654221329256  -0.681894E-01  -0.746003E-01  -0.172938E+00
     71 275116.537458450650   0.802060E-01  -0.678662E-01   0.517485E-01
     72 281763.094962129311   0.877009E-01   0.625772E-01   0.148754E+00
     73 289163.559481694421   0.778667E-01  -0.724243E-01   0.175952E+00
     74 295874.420966916194   0.774719E-01   0.744544E-01  -0.173465E+00
     75 303224.182456609502   0.766788E-01  -0.723534E-01  -0.559013E-01
     76 310601.524306352774   0.946917E-01   0.602846E-01  -0.302974E-01
     77 317812.535922830342   0.837352E-01  -0.688985E-01  -0.187750E+00
     78 325447.759864841413   0.795253E-01   0.742608E-01  -0.138738E+00
     79 332925.737070040195   0.100908E+00  -0.630699E-01  -0.169658E-01
     80 340291.998308142996   0.955950E-01   0.690012E-01   0.117473E+00
     81 348324.740650783875   0.998865E-01  -0.773315E-01  -0.184589E-01
     82 354697.837301506137   0.949636E-01   0.815131E-01   0.156786E+00
     83 363222.768795848708   0.921980E-01  -0.802772E-01  -0.187450E+00
     84 370073.915988524270   0.108892E+00   0.678923E-01   0.522684E-01
     85 378453.390052923118   0.861010E-01  -0.816353E-01   0.547335E-01
     86 385695.794951700023   0.109994E+00   0.622905E-01   0.919539E-01
     87 393984.594460964785   0.975701E-01  -0.637824E-01  -0.388492E-01
     88 402099.940721326915   0.972824E-01   0.637039E-01   0.504049E-01
     89 410525.855034440116   0.904259E-01  -0.752158E-01   0.627176E-01
     90 417967.099890984711   0.898823E-01   0.783561E-01  -0.134728E-01
     91 426247.336463097716   0.957273E-01  -0.698219E-01  -0.123050E+00
     92 434341.141851700610   0.869528E-01   0.748558E-01  -0.770466E-01
     93 442898.569547518622   0.854891E-01  -0.773032E-01   0.263946E-02
     94 450871.360683479346   0.882964E-01   0.747433E-01   0.771380E-01
     95 459937.307158892567   0.102214E+00  -0.710408E-01  -0.885027E-01
     96 467417.546345088340   0.907041E-01   0.861432E-01   0.305989E-01
     97 475716.080906347255   0.915094E-01  -0.770206E-01   0.974772E-01
     98 484631.792439451790   0.900322E-01   0.772125E-01   0.594627E-01
     99 493303.521062075684   0.102464E+00  -0.771489E-01  -0.441470E-01
    100 501269.071156230872   0.103901E+00   0.834926E-01   0.224394E+00
    101 509022.523113203992   0.105875E+00  -0.730077E-01   0.768883E-01
    102 518509.431931860629   0.780865E-01   0.927631E-01   0.560016E-02
    103 526413.351916282671   0.934123E-01  -0.758786E-01  -0.666169E-01
    104 536053.407016780577   0.900885E-01   0.804085E-01   0.448274E-01
    105 543826.524907200714   0.923120E-01  -0.809071E-01   0.173477E-01
    106 553112.979692932917   0.937031E-01   0.771497E-01   0.405824E-01
    107 561436.307720949524   0.883174E-01  -0.830271E-01  -0.883535E-01
    108 570601.096744771115   0.959526E-01   0.780056E-01   0.122280E+00
    109 578849.160074861255   0.100661E+00  -0.746959E-01  -0.311656E-01
    110 588270.831730431295   0.942800E-01   0.851516E-01   0.306526E-02
    111 595672.805495171342   0.102228E+00  -0.737773E-01  -0.529366E-01
    112 605562.768281434546   0.850714E-01   0.735429E-01   0.316154E-01
    113 614635.012391900062   0.759860E-01  -0.842301E-01   0.186391E-01
    114 624384.558332077926   0.919894E-01   0.842583E-01  -0.218577E-01
    115 632111.732539050630   0.928153E-01  -0.914728E-01  -0.163320E-01
    116 641458.931013410212   0.977447E-01   0.865485E-01   0.702813E-01
    117 649843.081599587342   0.932397E-01  -0.945576E-01  -0.608606E-01
    118 658588.223117740476   0.998031E-01   0.831328E-01   0.411098E-01
    119 667878.730552493362   0.997315E-01  -0.846225E-01  -0.232277E-01
    120 676126.263779129949   0.906917E-01   0.903688E-01   0.520615E-02
    121 685492.678847305826   0.969452E-01  -0.766832E-01  -0.280455E-01
    122 694881.483457376598   0.935101E-01   0.841891E-01  -0.770942E-02
    123 703590.587977474439   0.928106E-01  -0.910956E-01  -0.299900E-01
    124 712379.626428867923   0.964429E-01   0.867051E-01  -0.399515E-02
    125 721865.028407554841   0.101265E+00  -0.898957E-01  -0.122407E-01
    126 730122.897903058329   0.993032E-01   0.987731E-01   0.301960E-01
    127 739063.123290965334   0.965363E-01  -0.101739E+00  -0.119584E-01
    128 747616.024330407847   0.106883E+00   0.923227E-01   0.206064E-01
    129 756378.158059836831   0.102032E+00  -0.947426E-01  -0.710282E-02
    130 764600.062889487832   0.100688E+00   0.852232E-01   0.259160E-01
    131 774051.989072802477   0.100274E+00  -0.742350E-01  -0.852103E-02
    132 783015.352686771657   0.108855E+00   0.675245E-01   0.127241E-01
    133 791578.252055555466   0.101040E+00  -0.672982E-01  -0.109559E-01
    134 800671.908780915081   0.734551E-01   0.807676E-01   0.162503E-01
    135 809970.840864269645   0.691211E-01  -0.789770E-01  -0.180190E-01
    136 819525.826588167343   0.795467E-01   0.720573E-01   0.189764E-01
    137 828156.526519806124   0.701515E-01  -0.869424E-01  -0.183123E-01
    138 837377.561192209716   0.781003E-01   0.844196E-01   0.170376E-01
    139 845617.947654779884   0.822725E-01  -0.851464E-01  -0.153135E-01
    140 853927.931880518910   0.678958E-01   0.919834E-01   0.226746E-01
    141 863227.669882892049   0.626402E-01  -0.887771E-01  -0.130077E-01
